"","ID","ti","W1","W2","EY1_1","EY1_2","EY1_3","EY1_4","EY1_5","EY0_1","EY0_2","EY0_3","EY0_4","EY0_5"
"716",144,9,2,317,0.574526266182099,0.613540208579641,0.606830683732912,0.620077917811874,0.636407244739739,0.616619604834178,0.623360692621446,0.646561636984512,0.659573860371248,0.664836505562317
"721",145,9,2,83,0.518477492705914,0.548466649402882,0.558080563432579,0.563108799338303,0.580689884507939,0.579799049608789,0.618944459364196,0.607126582335823,0.594922571481226,0.594577312747253
"726",146,9,2,299,0.570263742973887,0.60864557931744,0.603142472874474,0.615790342825074,0.632228486386223,0.613828534302688,0.623021698553246,0.643590376372385,0.65477262852516,0.659640317422485
"731",147,9,3,179,0.472069865776672,0.469674183735627,0.463509790608161,0.47353265984507,0.468287049234753,0.412033067133307,0.481428525362913,0.518576880352552,0.553684335955444,0.586350194850157
"736",148,9,2,243,0.556938528350889,0.593281532298001,0.591594574878605,0.602338377059216,0.619102744261445,0.60509797470718,0.621966281493714,0.634276366672932,0.639635846928828,0.643231538973567
"741",149,9,3,168,0.482232982021902,0.48078665818424,0.474676794711429,0.485574263014217,0.480973201709529,0.386431140853888,0.461898647218737,0.499615797874171,0.534276794199607,0.566247762854614
"746",150,10,2,196,0.54569044376776,0.580242958921266,0.581823358445136,0.590926809913161,0.607949645371566,0.597718175852649,0.621079591724389,0.626380638926791,0.626712413284322,0.629193668375945
"751",151,10,3,215,0.439014051784553,0.433572837583496,0.427275948023285,0.434411218161651,0.42713907839932,0.498466894849549,0.545424581881298,0.57997518885471,0.615773054220146,0.649848049311281
"756",152,10,2,77,0.517028047906685,0.546765929789554,0.556811427438658,0.561618945165493,0.579227007981482,0.578841238221569,0.618830960026906,0.606094278184584,0.593209514637883,0.592709308737699
"761",153,10,3,72,0.570634885517267,0.577374759328341,0.571986877270259,0.589855269255321,0.590947898356659,0.198743738180068,0.302218259916195,0.339897817660745,0.366897695314377,0.388876137228186
"766",154,10,2,173,0.540168290306824,0.573820116730248,0.577017686878472,0.585305692900459,0.602449600271542,0.594090363092297,0.620645384303302,0.622491794439324,0.620320295319292,0.622241981775493
"771",155,10,1,337,0.484130048448589,0.579369353220056,0.651885721319316,0.706394335731789,0.731118740715425,0.552410027148413,0.623010138217252,0.663142438682689,0.655685644407751,0.638443964500627
"776",156,10,1,243,0.545434732550878,0.581930675294425,0.603553622558111,0.623988065302969,0.640781567941478,0.541642462393903,0.585245813429529,0.604179761940705,0.596208713052852,0.586270361265989
"781",157,10,2,87,0.519443618011156,0.549599836335031,0.558926233872959,0.564101404881372,0.581664349813257,0.58043725729185,0.619020118372031,0.60781425432192,0.596063329166873,0.595821132869994
"786",158,10,3,126,0.521100140660201,0.523295917891208,0.517451022823707,0.531584435608186,0.52949542668376,0.295251684232843,0.388891128469144,0.427696672430869,0.459728986645998,0.488045289272001
"791",159,10,2,250,0.558609075550792,0.595212720872729,0.593043886666643,0.604028813901718,0.620753459805626,0.606193094569806,0.62209827207361,0.635446292597853,0.641543935621906,0.645302068498753
"796",160,10,2,98,0.522099691296311,0.552713413614654,0.561250051154368,0.5668283996627,0.584340823503896,0.582190935563681,0.619228150844195,0.609703140601341,0.599195029262919,0.59923525207142
"801",161,10,3,89,0.555145193364181,0.560486950812302,0.554942765147641,0.571702273038127,0.57181376766358,0.226329571347689,0.328357760370215,0.366680820196535,0.395410844488238,0.419509509476796
"806",162,10,2,126,0.528854621532769,0.560619701113873,0.567152885809778,0.573751233758721,0.591130915437869,0.586645379956164,0.619757490433585,0.614496278982983,0.607129625622632,0.607881692403699
"811",163,10,1,183,0.583971579354059,0.583563263583224,0.57154025312189,0.566952998417933,0.57680831491476,0.534748508627041,0.560574948754161,0.564763408507249,0.556578676596841,0.551840985921628
"816",164,10,3,182,0.469301764769334,0.46664825536273,0.460470111415438,0.470253332491731,0.464833600730601,0.419105239613294,0.486767251879918,0.523741106696077,0.558951534579915,0.591786023935946
"821",165,10,3,232,0.423572560233176,0.416743565439338,0.410409190418162,0.416187737560627,0.408018351684119,0.539636252483635,0.575257710010873,0.608244350473114,0.643954666050042,0.678224207277489
"826",166,10,1,159,0.599130038275898,0.584215788121313,0.558549100942972,0.543538962149615,0.550342711280584,0.531987056064461,0.550614967062406,0.548734617020335,0.540492710612853,0.537909412561436
"831",167,11,1,365,0.465877842383996,0.578605572891501,0.665746937974045,0.72880606576927,0.75507656720729,0.555608372187804,0.6339982082711,0.679856785316508,0.672588339532071,0.653432865075842
"836",168,11,2,205,0.547848306415895,0.582748989794879,0.583699671217477,0.593120009172105,0.610094483813712,0.599134871508566,0.621249446224426,0.627897956838066,0.629201816162515,0.631899570272858
"841",169,11,3,308,0.356728071195819,0.344335531407287,0.338029843308039,0.338093277777065,0.326581671909133,0.710244903721468,0.699491881813794,0.723959966312125,0.75642470884151,0.788267234135766
"846",170,11,1,163,0.596615929962337,0.584107054467034,0.560720364452362,0.547457559789599,0.554777678469596,0.532447438858514,0.552278006317029,0.551414038723272,0.543180495386257,0.540236054643443
"851",171,11,3,363,0.311462998337793,0.295912641320985,0.289812984578661,0.286376109947376,0.273273229928248,0.806968662430418,0.775004108035037,0.793078537282253,0.821186281355128,0.848926793946276
"856",172,11,2,43,0.508809830072982,0.537109035626305,0.549606116160634,0.55315620487651,0.570911790057107,0.573402626915901,0.618187552240924,0.600226895143814,0.583460461553996,0.582074743885996
"861",173,11,3,70,0.572448742688946,0.57935050928092,0.573981684263078,0.591975910710737,0.593182138601037,0.195670386033725,0.299221439963581,0.336809294947229,0.363599413553929,0.385324286421789
"866",174,11,2,71,0.515578316526013,0.545064117780785,0.555541549384463,0.560127979101596,0.577762738826855,0.577882833079377,0.618717447708672,0.605061026043965,0.591494187772827,0.590838620704866
"871",175,11,2,344,0.580899144694091,0.620839061453494,0.612340116763442,0.626474114204915,0.642636806451973,0.620791788673063,0.623868957287744,0.650997318076347,0.666714457234705,0.672556169048693
"876",176,11,1,185,0.582700749665228,0.583508873285092,0.572618665474426,0.568892205458,0.578996156413269,0.534978535906143,0.56140286222947,0.566093521947958,0.557914305858181,0.552998591271353
"881",177,11,3,322,0.3449203456166,0.331646684145077,0.325379753626773,0.324490447454491,0.312503529414612,0.737393514701136,0.720035459339124,0.742836307748046,0.774301682241493,0.805229849996348
"886",178,11,1,316,0.497849724991804,0.579941939416516,0.64131676619336,0.688894908828773,0.712207668882295,0.550008404391628,0.614684570010482,0.650330338729061,0.642741917045139,0.627020807798348
"891",179,11,1,256,0.536996245880126,0.581576709790018,0.610384300416898,0.635961348155059,0.654087929075772,0.543134144998143,0.590539671431642,0.612562653705994,0.604650473995226,0.593632032604947
"896",180,11,3,156,0.493336516128189,0.492930693713278,0.486887546605279,0.498729200676864,0.494840107843644,0.359204841005267,0.440727916233336,0.478934125663995,0.512987983607192,0.544068755686599
"901",181,12,1,78,0.648761266118058,0.586415867157035,0.514212461033011,0.463698920080487,0.459788692337746,0.522653661427672,0.516745739555491,0.494081971432649,0.485773902859112,0.490579346900199
"906",182,12,3,56,0.585088674584847,0.593106350855024,0.587874559211672,0.606720605908076,0.60870933514062,0.175162992898082,0.278730773043467,0.315588885882439,0.340883190606157,0.360820446463105
"911",183,12,2,343,0.580663579127984,0.620569684015483,0.612136565657874,0.626237989461842,0.642406924423094,0.62063757723254,0.623850137525448,0.650833493471564,0.666451325672123,0.672271882570265
"916",184,12,2,266,0.56242243213376,0.599615725902135,0.596350486837946,0.607883290162185,0.624515991386051,0.608692207001806,0.622399896856398,0.638114388302017,0.645888411379299,0.650014221083459
"921",185,12,2,70,0.515336668476594,0.544780378984061,0.555329832032008,0.559879378488862,0.577518560288676,0.577723041644005,0.618698527727697,0.604888725775776,0.591208081990142,0.590526581955065
"926",186,12,2,219,0.551201379859925,0.586638733530134,0.586613546729068,0.596524256839153,0.613422424815532,0.601335322909574,0.621513605232809,0.630253218052761,0.633060574050367,0.636092243384779
"931",187,12,1,330,0.48870163818177,0.57956023909482,0.648378715359187,0.700625179681151,0.724903010129406,0.551609752236627,0.620242737048718,0.658897195314669,0.651395561912375,0.63465287792909
"936",188,12,2,100,0.522582483890033,0.553279081979091,0.561672277991432,0.567323787276123,0.584826925916549,0.582509564358021,0.619265970230665,0.610046223140758,0.599763567940971,0.599854977839456
"941",189,12,2,90,0.520168116973601,0.550449389611921,0.559560262694876,0.564845522518401,0.582394781178045,0.580915736664318,0.619076858836672,0.6083297278991,0.596918217215843,0.596753191613187
"946",190,12,1,183,0.583971579354059,0.583563263583224,0.57154025312189,0.566952998417933,0.57680831491476,0.534748508627041,0.560574948754161,0.564763408507249,0.556578676596841,0.551840985921628
"951",191,12,3,252,0.405597489199871,0.397192691424835,0.390835022075611,0.39504144306331,0.385878655493474,0.587347000450102,0.609651386291905,0.640583913143208,0.675865419076324,0.709989000752895
"956",192,12,2,321,0.575472014143406,0.614624833424843,0.607648650592149,0.621028198873787,0.637333094004947,0.617238807533276,0.623436008252992,0.647220391622601,0.660636407884167,0.665985863629324
"961",193,12,2,365,0.585837347980104,0.626478560386403,0.616605535395602,0.631418666691948,0.647449036517106,0.624024550416889,0.62426408584425,0.65442934855346,0.672216042599252,0.678496710339457
"966",194,13,2,70,0.515336668476594,0.544780378984061,0.555329832032008,0.559879378488862,0.577518560288676,0.577723041644005,0.618698527727697,0.604888725775776,0.591208081990142,0.590526581955065
"971",195,13,1,232,0.552554858625409,0.582230118684644,0.597741988573992,0.613736439882949,0.62934966717258,0.54037968504391,0.580750916625806,0.597038189746992,0.589020706564963,0.580010860552095
"976",196,13,3,215,0.439014051784553,0.433572837583496,0.427275948023285,0.434411218161651,0.42713907839932,0.498466894849549,0.545424581881298,0.57997518885471,0.615773054220146,0.649848049311281
"981",197,13,1,119,0.623965215962096,0.58530267216271,0.536726670326993,0.504136046245711,0.505668092569598,0.527380360871187,0.533928352952954,0.521810236997817,0.513510877108919,0.514568761057113
"986",198,13,2,28,0.50518236792834,0.532839338845037,0.546420491829817,0.549412528681168,0.567230255242909,0.570997502775541,0.617903563865402,0.597629063838823,0.579138085069792,0.57735802703949
"991",199,13,2,157,0.536320884415466,0.569337181553428,0.573665936338048,0.581382116522786,0.598608069460489,0.591560570628411,0.620343212921558,0.619777148510324,0.615848702518146,0.617376012831133
"996",200,13,2,365,0.585837347980104,0.626478560386403,0.616605535395602,0.631418666691948,0.647449036517106,0.624024550416889,0.62426408584425,0.65442934855346,0.672216042599252,0.678496710339457
"1001",201,14,1,182,0.584606576906464,0.58359045796947,0.571000791355985,0.565982621372578,0.575713257869708,0.53463348943841,0.56016086526832,0.564098000780206,0.555910553880837,0.551261971703422
"1006",202,14,2,171,0.539687616802398,0.573260397170506,0.576599098979431,0.584815826432043,0.601970088277232,0.593774409069992,0.620607617992156,0.622152879615901,0.61976244480948,0.621635058249628
"1011",203,14,1,313,0.499810425423575,0.580023719919882,0.639795361924176,0.686348700845373,0.709442246754743,0.549665122408342,0.613489576450804,0.648481660631979,0.640875158771152,0.625376950029498
"1016",204,14,2,215,0.550243820101243,0.58552845848015,0.585781620136564,0.595552547381406,0.61247265010444,0.600707035886747,0.621438138578704,0.629580913216215,0.631959786533051,0.63489641232849
"1021",205,15,1,206,0.569293733388855,0.582937652642275,0.583898491806941,0.589115688877575,0.601766145534427,0.537392905551339,0.570074472593179,0.579998770305659,0.571884300965455,0.565116441467568
"1026",206,15,2,188,0.543770899123694,0.578011892387629,0.580153532874899,0.588974254044879,0.60603961488627,0.596457519088207,0.62092858501904,0.625029820194846,0.624493956176895,0.626781589723068
"1031",207,15,3,42,0.597617591132973,0.606717720059829,0.601628819732272,0.621273359415812,0.624019530956716,0.156387003277546,0.259124449544861,0.295110517038753,0.318875071789625,0.337020491493702
"1036",208,15,1,189,0.580155807758401,0.583400086590639,0.574773411156756,0.57276423146749,0.583362464105,0.53543854573263,0.563057659562152,0.568750876144488,0.560583033957274,0.55531206671506
"1041",209,16,3,167,0.483157757995939,0.48179799254958,0.475693403302191,0.486669996092752,0.482127953077769,0.384132257053591,0.460128085307139,0.497891297801329,0.53250641603856,0.564408364510703
"1046",210,16,2,194,0.545210682655565,0.579685495954745,0.581406076265167,0.590438937198788,0.607472444967535,0.597403132038889,0.621041842246439,0.626043118025514,0.626158294489289,0.628591247168695
"1051",211,16,2,294,0.569077829175759,0.607282025923411,0.602115866313887,0.614596117524138,0.631064155678564,0.613051898593053,0.622927512149539,0.642763049252498,0.653433280387564,0.658190024976962
"1056",212,17,1,296,0.510919399824398,0.580487059650624,0.631121686701932,0.671710416015579,0.693479984290211,0.547718973919694,0.60669247704485,0.637922856554542,0.630217496940674,0.616008005767711
"1061",213,17,1,260,0.534395291351415,0.58146778040708,0.612477498774884,0.639612593407874,0.6581352783403,0.543592969931368,0.592164397961523,0.615128903026499,0.607235687566092,0.595888887541072
"1066",214,18,2,130,0.529818807390513,0.561746759163743,0.567994634234874,0.57473792029957,0.592098160632518,0.587280591176481,0.619833087165335,0.615179227621947,0.608258642734156,0.609111529439242
"1071",215,19,3,327,0.340748364506473,0.32717241762344,0.320921683570239,0.319701751785696,0.307556580596422,0.746682728190731,0.727160872962408,0.749369631006425,0.780456491364895,0.811032724142076
